date,evaporation,precipitation,pressure,soil_moisture,temperature,water_area_km2,wind_speed,humidity,precip_3day_avg,precip_7day_avg,temp_3day_avg,soil_3day_avg,day_of_year,month,year,is_monsoon,water_area_change,water_area_pct_change,ds_idx,flood_event,district,avg_elevation_m,district_encoded,precip_lag1,precip_lag2,precip_lag3,soil_lag1,water_lag1,rain_x_soil,rain_x_elevation,soil_x_water,precip_7day_x_soil
2023-01-12,-0.000242407,0.0001004015,100099.7925,0.086969644,15.34078686,263.8353701,2.260081957,31.68308799,0.000265956,0.000280934,17.17490969,0.087199523,12.0,1,2023,0,-171.4898028,-0.393934956,3.0,0,Balochistan_District,610,1,0.000349999,0.000447868,0.000449981,0.087254577,435.3251728,8.731882712066e-06,0.061244915,22.94566821220524,2.4432729967495998e-05
2023-01-13,-0.000227844,0.0,100456.9948,0.086872924,12.28469162,403.5291675,2.359397589,28.24177956,0.0,0.000242547,13.30339003,0.086905164,13.0,1,2023,0,311.1836002,3.36977301,5.0,0,Balochistan_District,610,1,0.0001004015,0.000349999,0.000447868,0.086969644,263.8353701,0.0,0.0,35.05575870001078,2.1070767097428e-05
2023-01-13,-0.000227844,0.0,100456.9948,0.086872924,12.28469162,92.34556729,2.359397589,28.24177956,0.000116666,0.000262121,15.61094999,0.087032382,13.0,1,2023,0,-171.4898028,-0.649987918,4.0,0,Balochistan_District,610,1,0.0,0.0001004015,0.000349999,0.086872924,403.5291675,0.0,0.0,8.022329448921056,2.2771217711803998e-05
2023-01-14,-0.000204093,0.0001004015,100690.8254,0.086933468,12.04357608,269.6995773,1.523957503,37.05896491,8.96e-05,0.000216685,12.20431977,0.086893105,14.0,1,2023,0,-133.8295902,-0.331647873,6.0,0,Balochistan_District,610,1,0.0,0.0,0.0001004015,0.086872924,92.34556729,8.728250587402e-06,0.061244915,23.445919572823076,1.883717851358e-05
2023-01-15,-0.000197896,0.0,100396.994,0.086972094,12.81455681,135.8699871,0.784069173,42.9222503,8.96e-05,0.000152402,12.3809415,0.086926162,15.0,1,2023,0,-133.8295902,-0.496217278,7.0,0,Balochistan_District,610,1,0.0001004015,0.0,0.0,0.086933468,269.6995773,0.0,0.0,11.816897289839988,1.3254721069788e-05
2023-01-16,-0.00019333,7.57e-06,100470.6542,0.086988915,13.36061778,2.040396897,1.441613911,48.12258296,9.22e-05,8.95e-05,12.73958356,0.086964826,16.0,1,2023,0,-133.8295902,-0.984982725,8.0,0,Balochistan_District,610,1,0.0,0.0001004015,0.0,0.086972094,135.8699871,6.585060865500001e-07,0.004617700000000001,0.17749191223939675,7.7855078925e-06
2023-01-17,-0.000201597,0.000514737,100521.6277,0.086997784,14.482067,347.8877279,0.879996504,49.28191669,0.000174103,0.000113037,13.55241386,0.086986265,17.0,1,2023,0,345.8473311,10.0,9.0,0,Balochistan_District,610,1,7.57e-06,0.0,0.0001004015,0.086988915,2.040396897,4.4780978342808e-05,0.31398957,30.265461408094975,9.833968510007999e-06
2023-01-18,-0.000215207,0.000130762,100568.6874,0.086896849,15.24580164,1303.350939,1.850499772,45.37685015,0.000258753,0.000150397,14.99122343,0.086930494,18.0,1,2023,0,609.6158801,0.878744518,0.0,1,Balochistan_District,610,1,0.000514737,7.57e-06,0.0,0.086997784,347.8877279,1.1362805768938e-05,0.07976482,113.2570897402912,1.3069025399053e-05
2023-01-18,-0.000215207,0.000130762,100568.6874,0.086896849,15.24580164,693.735059,1.850499772,45.37685015,0.000217691,0.000131717,14.36282881,0.086961183,18.0,1,2023,0,345.8473311,0.994134898,10.0,0,Balochistan_District,610,1,0.000130762,0.000514737,7.57e-06,0.086896849,1303.350939,1.1362805768938e-05,0.07976482,60.28339066792909,1.1445792259733e-05
2023-01-19,-0.0002492,0.0001004015,100622.7805,0.094009802,13.33132981,1109.15,3.972410192,64.34433494,0.009518149,0.004192243,14.60764436,0.089267834,19.0,1,2023,0,-194.2009387,-0.149001265,0.0,1,Balochistan_District,610,1,0.000130762,0.000130762,0.000514737,0.086896849,693.735059,9.438725135503e-06,0.061244915,104.27097188830001,0.00039411193436588604
2023-01-20,-0.0002833,0.0,100591.6877,0.101252673,13.35247492,914.9490617,2.66175881,68.24025915,0.009474562,0.004153822,13.97653546,0.094053108,20.0,1,2023,0,-194.2009387,-0.175089878,0.0,1,Balochistan_District,610,1,0.0001004015,0.000130762,0.000130762,0.094009802,1109.15,0.0,0.0,92.64103815596692,0.000420585580666206
2023-01-21,-0.000264098,3.35e-05,100600.8715,0.099459886,13.61804398,720.7481231,2.334164057,57.54529682,0.00944215,0.004158612,13.43394957,0.098240787,21.0,1,2023,0,-194.2009387,-0.212253279,1.0,0,Balochistan_District,610,1,0.0,0.0001004015,0.000130762,0.101252673,914.9490617,3.331906181e-06,0.020435000000000002,71.68552615823997,0.000413615075438232
2023-01-21,-0.000264098,3.35e-05,100600.8715,0.099459886,13.61804398,840.9674161,2.334164057,57.54529682,2.24e-05,0.00416232,13.52952096,0.100057482,21.0,1,2023,0,120.2192931,0.166797927,0.0,1,Balochistan_District,610,1,3.35e-05,0.0,0.0001004015,0.099459886,720.7481231,3.331906181e-06,0.020435000000000002,83.64252333502057,0.00041398387269551994
2023-01-22,-0.000274865,8.01e-05,100591.7882,0.097619718,12.92361174,656.2963331,2.540410478,43.40233312,4.9e-05,0.004100225,13.38656657,0.098846497,22.0,1,2023,0,-184.6710831,-0.219593625,1.0,0,Balochistan_District,610,1,3.35e-05,3.35e-05,0.0,0.099459886,840.9674161,7.819339411799999e-06,0.048860999999999995,64.06746296165606,0.00040026280823655
2023-01-23,-0.000263192,0.000455818,100573.1272,0.095978718,12.77451548,471.62525,2.824545771,39.49579646,0.000189807,0.004146662,13.1053904,0.097686107,23.0,1,2023,0,-184.6710831,-0.281383689,2.0,0,Balochistan_District,610,1,8.01e-05,3.35e-05,3.35e-05,0.097619718,656.2963331,4.3748827281324e-05,0.27804898,45.265986871429504,0.000397991302739316
2023-01-24,-0.000252274,0.000744033,100448.6172,0.094647609,12.58987273,286.9541669,1.419554837,40.92859339,0.000426642,0.004234272,12.76266665,0.096082015,24.0,1,2023,0,-184.6710831,-0.391563181,3.0,0,Balochistan_District,610,1,0.000455818,8.01e-05,3.35e-05,0.095978718,471.62525,7.042094446709699e-05,0.45386013,27.159525789671942,0.00040076372065564795
2023-01-25,-0.000236902,0.000228052,100627.7943,0.093635225,12.04995127,448.6987115,1.943689676,42.35618537,0.000400046,0.000257584,12.22992509,0.093972686,25.0,1,2023,0,346.4156276,3.38683206,5.0,0,Balochistan_District,610,1,0.000744033,0.000455818,8.01e-05,0.094647609,286.9541669,2.13537003317e-05,0.13911172,42.01400480851259,2.41189357964e-05
2023-01-25,-0.000236902,0.0001004015,100627.7943,0.093635225,12.04995127,102.2830839,1.943689676,42.35618537,0.000475968,0.000225005,12.47144649,0.094753851,25.0,1,2023,0,-184.6710831,-0.643556025,4.0,0,Balochistan_District,610,1,0.000228052,0.000744033,0.000455818,0.093635225,448.6987115,9.4011170428375e-06,0.061244915,9.577299574670377,2.1068393801125e-05
2023-01-26,-0.000233256,0.0,100846.9283,0.092845799,12.48373897,300.6260143,3.079485669,39.42655544,0.000152034,0.000252794,12.19454717,0.093372083,26.0,1,2023,0,-148.0726972,-0.33000473,6.0,0,Balochistan_District,610,1,0.0001004015,0.000228052,0.000744033,0.093635225,102.2830839,0.0,0.0,27.911862497868928,2.3470860912406e-05
2023-01-27,-0.000222333,0.003336975,100737.4347,0.09213238,13.33528711,152.5533172,2.966708923,38.97620035,0.001188342,0.000724715,12.62299245,0.092871135,27.0,1,2023,0,-148.0726972,-0.492547851,7.0,0,Balochistan_District,610,1,0.0,0.0001004015,0.000228052,0.092845799,300.6260143,0.0003074434487505,2.0355547499999997,14.055100190530936,6.67697177717e-05
2023-01-28,-0.000232761,0.006870608,100237.7829,0.091437851,13.94082662,4.48061999,2.356104925,40.37284888,0.003402528,0.001694791,13.25328423,0.092138677,28.0,1,2023,0,-148.0726972,-0.970629154,8.0,0,Balochistan_District,610,1,0.003336975,0.0,0.0001004015,0.09213238,152.5533172,0.000628233630583408,4.19107088,0.4096982630332415,0.000154968046934141
2023-01-29,-0.000278958,0.00040713,99966.39859,0.091678765,15.00981109,379.0575942,0.82242318,42.48506729,0.003538238,0.001687836,14.09530827,0.091749665,29.0,1,2023,0,374.5769742,10.0,9.0,0,Balochistan_District,610,1,0.006870608,0.003336975,0.0,0.091437851,4.48061999,3.732517559445e-05,0.2483493,34.75153210012716,0.00015473872000254
2023-01-30,-0.000224058,0.0,100601.3541,0.091165981,15.0348888,1636.77257,2.401746183,50.39286438,0.00013571,0.001548966,15.02652956,0.091336909,30.0,1,2023,0,883.1380014,1.171838499,0.0,1,Balochistan_District,610,1,0.00040713,0.006870608,0.003336975,0.091678765,379.0575942,0.0,0.0,149.21797701794117,0.000141213004925646
2023-01-30,-0.000224058,0.0,100601.3541,0.091165981,15.0348888,753.6345685,2.401746183,50.39286438,0.002425913,0.001581545,14.66184217,0.091427532,30.0,1,2023,0,374.5769742,0.98817958,10.0,0,Balochistan_District,610,1,0.0,0.00040713,0.006870608,0.091165981,1636.77257,0.0,0.0,68.7058347528142,0.00014418310142064498
2023-01-31,-0.000216935,0.000120703,100856.1941,0.090695484,15.31111318,1337.830714,2.652255304,52.59363776,4.02e-05,0.001533631,15.12696359,0.091009149,31.0,1,2023,0,-298.9418559,-0.182641047,0.0,1,Balochistan_District,610,1,0.0,0.0,0.00040713,0.091165981,753.6345685,1.0947217005252001e-05,0.07362883,121.33520411629559,0.000139093405822404
2023-02-01,-0.000221374,9.82e-06,100710.3044,0.090250507,16.00749612,1038.888858,1.411625066,54.3887886,8.55e-05,0.001553027,15.45116603,0.090703991,32.0,2,2023,0,-298.9418559,-0.223452678,0.0,1,Balochistan_District,610,1,0.000120703,0.0,0.0,0.090695484,1337.830714,8.862599787399998e-07,0.005990199999999999,93.76024615115101,0.000140161474134689
2023-02-02,-0.000233514,6.04e-05,100512.2006,0.089762551,17.13332901,739.9470021,0.548015686,52.02415377,0.000105609,0.001084938,16.1506461,0.090236181,33.0,2,2023,0,-298.9418559,-0.287751528,1.0,0,Balochistan_District,610,1,9.82e-06,0.000120703,0.0,0.090250507,1038.888858,5.4216580804e-06,0.036844,66.41953051329835,9.738680255683798e-05
2023-02-02,-0.000233514,6.04e-05,100512.2006,0.089762551,17.13332901,807.0185902,0.548015686,52.02415377,8.55e-05,0.000112044,16.75805138,0.089925203,33.0,2,2023,0,67.0715881,0.090643773,0.0,1,Balochistan_District,610,1,6.04e-05,9.82e-06,0.000120703,0.089762551,739.9470021,5.4216580804e-06,0.036844,72.4400473607756,1.0057355264244e-05
2023-02-03,-0.000246118,0.0,100382.8658,0.089211397,18.14847584,628.8694689,0.284495178,49.37514922,4.02e-05,5.39e-05,17.47171129,0.089578833,34.0,2,2023,0,-178.1491213,-0.220749712,1.0,0,Balochistan_District,610,1,6.04e-05,6.04e-05,9.82e-06,0.089762551,807.0185902,0.0,0.0,56.10232385121705,4.8084942983000005e-06
2023-02-04,-0.000245684,0.0,100188.5511,0.088674723,19.23392502,450.7203475,0.24237115,51.29603568,2.01e-05,5.39e-05,18.17190996,0.089216224,35.0,2,2023,0,-178.1491213,-0.283284736,2.0,0,Balochistan_District,610,1,0.0,6.04e-05,6.04e-05,0.089211397,628.8694689,0.0,0.0,39.967501965026244,4.7795675697e-06
2023-02-05,-0.000246504,9.82e-06,99830.97685,0.088320294,20.54218961,272.5712262,2.319228856,57.21245481,2.31e-05,6.38e-05,19.30819682,0.088735471,36.0,2,2023,0,-178.1491213,-0.395254224,3.0,0,Balochistan_District,610,1,0.0,0.0,6.04e-05,0.088674723,450.7203475,8.673052870799999e-07,0.005990199999999999,24.073570833924503,5.6348347572e-06
2023-02-06,-0.000253988,9.25e-05,100087.4952,0.088031929,20.53139319,94.42210481,1.555009524,52.4522967,5.39e-05,5.98e-05,20.10250261,0.088342315,37.0,2,2023,0,-178.1491213,-0.653587409,4.0,0,Balochistan_District,610,1,9.82e-06,0.0,0.0,0.088320294,272.5712262,8.1429534325e-06,0.056424999999999996,8.312160026664477,5.264309354199999e-06
2023-02-06,-0.000253988,9.25e-05,100087.4952,0.088031929,20.53139319,403.6360172,1.555009524,52.4522967,8.48e-05,5.36e-05,20.534992,0.088128051,37.0,2,2023,0,309.2139124,3.274804274,5.0,0,Balochistan_District,610,1,9.25e-05,9.82e-06,0.0,0.088031929,94.42210481,8.1429534325e-06,0.056424999999999996,35.53285720799318,4.7185113944e-06
2023-02-07,-0.000263554,9.82e-06,100078.4467,0.087694978,20.28776901,269.8030958,1.219339175,46.40736853,6.43e-05,4.61e-05,20.45018513,0.087919612,38.0,2,2023,0,-133.8329213,-0.331568333,6.0,0,Balochistan_District,610,1,9.25e-05,9.25e-05,9.82e-06,0.088031929,403.6360172,8.611646839599999e-07,0.005990199999999999,23.660376550512893,4.042738485800001e-06
2023-02-08,-0.000269235,0.000335142,99907.10937,0.08730536,20.96708776,135.9701745,1.920028512,43.31519513,0.000145165,8.53e-05,20.59541665,0.087677422,39.0,2,2023,0,-133.8329213,-0.496039235,7.0,0,Balochistan_District,610,1,9.82e-06,9.25e-05,9.25e-05,0.087694978,269.8030958,2.9259692961120003e-05,0.20443662,11.870925033985321,7.4471472079999995e-06
2023-02-09,-0.000276176,0.000230629,99704.36991,0.087009302,22.82821568,2.137253194,4.170439531,49.37444864,0.000191198,0.000118278,21.36102415,0.087336546,40.0,2,2023,0,-133.8329213,-0.984281456,8.0,0,Balochistan_District,610,1,0.000335142,9.82e-06,9.25e-05,0.08730536,135.9701745,2.0066868310957997e-05,0.14068369,0.18596090860721057,1.0291286221956e-05
2023-02-10,-0.000249442,0.00047182,99886.40888,0.086839794,21.86049759,363.5781483,1.609090595,61.43152258,0.000345864,0.000185681,21.88526701,0.087051485,41.0,2,2023,0,361.4408951,10.0,9.0,0,Balochistan_District,610,1,0.000230629,0.000335142,9.82e-06,0.087009302,2.137253194,4.097275160508e-05,0.2878102,31.57305150127345,1.6124499789714e-05
2023-02-11,-0.000281947,0.0,100469.0587,0.086653591,20.4130107,725.0190434,2.546566332,35.15058209,0.00023415,0.000175782,21.70057466,0.086834229,42.0,2,2023,0,361.4408951,0.994121613,10.0,0,Balochistan_District,610,1,0.00047182,0.000230629,0.000335142,0.086839794,363.5781483,0.0,0.0,62.82550365399485,1.5232141533162e-05
2023-02-11,-0.000281947,0.0,100469.0587,0.086653591,20.4130107,1616.498911,2.546566332,35.15058209,0.000157273,0.000162563,20.89550633,0.086715659,42.0,2,2023,0,891.4798678,1.229595106,0.0,1,Balochistan_District,610,1,0.0,0.00047182,0.000230629,0.086653591,725.0190434,0.0,0.0,140.0754354857394,1.4086667713733e-05
2023-02-12,-0.000258229,0.0,100821.5122,0.086479461,18.26805785,1374.178473,2.339869899,36.39633652,0.0,0.000149345,19.69802642,0.086595548,43.0,2,2023,0,-242.320438,-0.149904486,0.0,1,Balochistan_District,610,1,0.0,0.0,0.00047182,0.086653591,1616.498911,0.0,0.0,118.83821366284305,1.2915275103044998e-05
2023-02-13,-0.000258599,0.0,100522.2495,0.086295045,19.4790407,1131.858035,1.34918892,33.35140601,0.0,0.000148227,19.38670308,0.086476033,44.0,2,2023,0,-242.320438,-0.176338403,0.0,1,Balochistan_District,610,1,0.0,0.0,0.0,0.086479461,1374.178473,0.0,0.0,97.67374006393658,1.2791255635214999e-05
2023-02-14,-0.000246891,0.0,100287.0911,0.086099311,20.99785922,889.5375971,0.610724469,45.77777557,0.0,0.00010035,19.58165259,0.086291273,45.0,2,2023,0,-242.320438,-0.21409084,0.0,1,Balochistan_District,610,1,0.0,0.0,0.0,0.086295045,1131.858035,0.0,0.0,76.58857421890559,8.64006585885e-06
2023-02-14,-0.000246891,0.0,100287.0911,0.086099311,20.99785922,874.1462061,0.610724469,45.77777557,0.0,6.74e-05,20.49158638,0.086164556,45.0,2,2023,0,-15.39139098,-0.017302687,0.0,1,Balochistan_District,610,1,0.0,0.0,0.0,0.086099311,889.5375971,0.0,0.0,75.263386058474,5.8030935614e-06
2023-02-15,-0.000259415,7.34e-05,100138.6214,0.08599116,22.02770207,678.9772544,0.729987155,50.10449462,2.45e-05,1.05e-05,21.34114017,0.086063261,46.0,2,2023,0,-195.1689517,-0.223268088,1.0,0,Balochistan_District,610,1,0.0,0.0,0.0,0.086099311,874.1462061,6.311751143999999e-06,0.044773999999999994,58.3860417194711,9.0290718e-07
2023-02-16,-0.000265874,8.94e-06,100141.479,0.085835087,22.88684884,483.8083026,0.409946193,48.75239477,2.75e-05,1.18e-05,21.97080337,0.085975186,47.0,2,2023,0,-195.1689517,-0.287445493,2.0,0,Balochistan_District,610,1,7.34e-05,0.0,0.0,0.08599116,678.9772544,7.673656777800001e-07,0.005453400000000001,41.52772774499333,1.0128540266000002e-06
2023-02-17,-0.000254021,0.0001,100289.1816,0.085749186,23.44356755,288.6393509,1.389370046,55.9442841,6.08e-05,2.61e-05,22.78603948,0.085858477,48.0,2,2023,0,-195.1689517,-0.403401411,3.0,0,Balochistan_District,610,1,8.94e-06,7.34e-05,0.0,0.085835087,483.8083026,8.5749186e-06,0.061000000000000006,24.75058938724337,2.2380537546000004e-06
2023-02-18,-0.000267076,0.0,100168.9892,0.085701632,23.38435948,93.47039915,0.618695115,53.57499032,3.63e-05,2.61e-05,23.23825862,0.085761968,49.0,2,2023,0,-195.1689517,-0.676168898,4.0,0,Balochistan_District,610,1,0.0001,8.94e-06,7.34e-05,0.085749186,288.6393509,0.0,0.0,8.010565750846414,2.2368125952e-06
2023-02-18,-0.000267076,0.0,100168.9892,0.085701632,23.38435948,449.9767111,0.618695115,53.57499032,3.33e-05,2.61e-05,23.4040955,0.085717483,49.0,2,2023,0,356.5063119,3.814109228,5.0,0,Balochistan_District,610,1,0.0,0.0001,8.94e-06,0.085701632,93.47039915,0.0,0.0,38.56373850326251,2.2368125952e-06
2023-02-19,-0.000289143,0.0,99856.78854,0.085529402,24.51346957,300.4664478,1.860321177,37.97943532,0.0,2.61e-05,23.76072951,0.085644222,50.0,2,2023,0,-149.5102633,-0.332262225,6.0,0,Balochistan_District,610,1,0.0,0.0,0.0001,0.085701632,449.9767111,0.0,0.0,25.69871560139822,2.2323173922000003e-06
2023-02-20,-0.0002744,9.82e-06,99753.51866,0.085397055,24.71538816,150.9561845,1.059425953,46.9881546,1.91e-05,3.42e-05,24.20440574,0.085542696,51.0,2,2023,0,-149.5102633,-0.497593872,7.0,0,Balochistan_District,610,1,0.0,0.0,0.0,0.085529402,300.4664478,8.385990800999999e-07,0.005990199999999999,12.891213590336648,2.9205792809999997e-06
2023-02-21,-0.000270032,0.000672164,100001.3907,0.085404591,23.97708406,1.445921249,1.004744209,41.17027016,0.000243105,0.000119751,24.4019806,0.085443683,52.0,2,2023,0,-149.5102633,-0.990421583,8.0,0,Balochistan_District,610,1,9.82e-06,0.0,0.0,0.085397055,150.9561845,5.7405891504924005e-05,0.41002004000000003,0.12348831288905415,1.0227285176841e-05
2023-02-22,-0.000250647,0.00015318,99881.80761,0.0854531,22.94592556,320.6296245,1.190322572,51.26526047,0.000294165,0.000140356,23.87946592,0.085418249,53.0,2,2023,0,319.1837032,10.0,9.0,0,Balochistan_District,610,1,0.000672164,9.82e-06,0.0,0.085404591,1.445921249,1.3089705858e-05,0.09343979999999999,27.39879536536095,1.19938553036e-05
2023-02-23,-0.00023291,9.82e-06,100050.6544,0.085506346,23.03806883,1320.432373,2.390377716,52.19385701,8.54e-05,0.000140787,23.00735441,0.085488597,54.0,2,2023,0,680.6190452,1.063777536,0.0,1,Balochistan_District,610,1,0.00015318,0.000672164,9.82e-06,0.0854531,320.6296245,8.396723177199999e-07,0.005990199999999999,112.90534735533906,1.2038181934301999e-05
2023-02-23,-0.00023291,5.15e-05,100050.6544,0.085506346,23.03806883,639.8133277,2.390377716,52.19385701,0.000292283,0.000133429,23.32035948,0.085454679,54.0,2,2023,0,319.1837032,0.995490369,10.0,0,Balochistan_District,610,1,9.82e-06,0.00015318,0.000672164,0.085506346,1320.432373,4.4035768189999995e-06,0.031415,54.708099773727575,1.1409026240434e-05
2023-02-24,-0.000249949,1.07e-05,100152.9198,0.085428652,23.45789101,1116.492039,0.737046869,50.77072341,3.79e-05,0.00014231,23.17800956,0.085480448,55.0,2,2023,0,-203.9403343,-0.154449662,0.0,1,Balochistan_District,610,1,5.15e-05,9.82e-06,0.00015318,0.085506346,639.8133277,9.140865763999998e-07,0.006527,95.38040986050142,1.215735146612e-05
2023-02-25,-0.000263243,6.71e-06,100276.4528,0.085310627,24.01873728,912.5517042,0.8466021,50.17074287,2.3e-05,0.000143268,23.50489904,0.085415208,56.0,2,2023,0,-203.9403343,-0.1826617,0.0,1,Balochistan_District,610,1,1.07e-05,5.15e-05,9.82e-06,0.085428652,1116.492039,5.7243430717e-07,0.0040931,77.85035805522054,1.2222282909036e-05
2023-02-26,-0.000253511,7.26e-05,100422.7162,0.085237013,25.03212352,787.8999183,0.244946576,48.45467074,5.07e-05,5.98e-05,24.69432811,0.085261551,57.0,2,2023,0,79.28854846,0.111892854,0.0,1,Balochistan_District,610,1,6.71e-06,1.07e-05,5.15e-05,0.085310627,912.5517042,6.1882071438e-06,0.044286,67.15823557883604,5.0971733774e-06
2023-02-26,-0.000253511,9.82e-06,100422.7162,0.085237013,25.03212352,708.6113698,0.244946576,48.45467074,3e-05,0.000145481,24.16958394,0.085325431,57.0,2,2023,0,-203.9403343,-0.223483594,1.0,0,Balochistan_District,610,1,7.26e-05,6.71e-06,1.07e-05,0.085237013,787.8999183,8.370274676599999e-07,0.005990199999999999,60.39991653959041,1.2400365888253001e-05
2023-02-27,-0.000261826,9.82e-06,100337.1147,0.085171062,25.42937507,611.6712153,0.241319688,44.98349087,5.58e-05,4.11e-05,25.1645407,0.085215029,58.0,2,2023,0,-176.228703,-0.223668894,1.0,0,Balochistan_District,610,1,9.82e-06,7.26e-05,6.71e-06,0.085237013,708.6113698,8.3637982884e-07,0.005990199999999999,52.09668700193165,3.5005306482000006e-06
