date,evaporation,precipitation,pressure,soil_moisture,temperature,wind_speed,humidity,month,is_monsoon,flood_event,district,avg_elevation_m,is_missing_precipitation,flood_onset,flood_state,precipitation_lag1,precipitation_lag2,precipitation_lag3,precipitation_lag5,precipitation_lag7,soil_moisture_lag1,soil_moisture_lag2,soil_moisture_lag3,water_area_km2_lag1,water_area_km2_lag2,water_area_km2_lag3,water_area_km2_lag5,water_area_km2_lag7,water_area_km2_lag14,humidity_lag1,humidity_lag2,pressure_lag1,precipitation_3day_sum,precipitation_7day_sum,precipitation_14day_sum,precipitation_30day_sum,soil_moisture_7day_avg,temperature_7day_avg,precip_change_1day,soil_moisture_change_3day,pressure_drop_1day,precipitation_zscore,soil_moisture_zscore,temperature_zscore,pressure_zscore,water_area_km2_lag1_zscore,water_area_km2_lag2_zscore,water_area_km2_lag3_zscore,water_area_km2_lag5_zscore,water_area_km2_lag7_zscore,water_area_km2_lag14_zscore,days_since_heavy_rain,days_since_dry_day,days_in_monsoon,precip_x_soil_moisture,precip_7day_x_monsoon,pressure_low_x_humidity_high
2023-01-14,-0.000204093,,100690.8254,0.086933468,12.04357608,1.523957503,37.05896491,1,0,0,Balochistan_District,610,1,0,non_flood,0.0,0.0,,0.000447868,0.000449981,0.086872924,0.086872924,0.086969644,92.34556729,403.5291675,263.8353701,606.8149756,778.3047784,126.072178,28.24177956,28.24177956,100456.9948,0.0,0.0012478480000000002,0.00196654,0.002101525,0.08710538857142856,14.92160833142857,,-3.6175999999998876e-05,-233.83060000000114,,-0.2642782094985355,-2.3222240920600803,1.452846856473151,-1.1337799130177095,-0.3765119707164787,-0.7212313075283506,0.113417136868004,0.5293477771183989,-1.0564493027209083,,1.0,0,,0.0,0.0
2023-01-15,-0.000197896,0.0,100396.994,0.086972094,12.81455681,0.784069173,42.9222503,1,0,0,Balochistan_District,610,0,0,non_flood,,0.0,0.0,0.000349999,0.000449981,0.086933468,0.086872924,0.086872924,269.6995773,92.34556729,403.5291675,435.3251728,693.1901294,1.753794423,37.05896491,28.24177956,100690.8254,0.0,0.000797867,0.00196654,0.002101525,0.08703571114285714,14.421749312857141,,9.916999999999565e-05,293.8313999999955,-0.1457467077890354,-0.2633487765609962,-2.2028066108337194,1.0517631755798715,-0.700278878234479,-1.137841577967832,-0.37930694115981234,-0.3065536723055767,0.3210580254439945,-1.358715076411002,,0.0,0,0.0,0.0,0.0
2023-01-16,-0.00019333,7.57e-06,100470.6542,0.086988915,13.36061778,1.441613911,48.12258296,1,0,0,Balochistan_District,610,0,0,non_flood,0.0,,0.0,,0.000447868,0.086972094,0.086933468,0.086872924,135.8699871,269.6995773,92.34556729,263.8353701,606.8149756,332.3958997,42.9222503,37.05896491,100396.994,7.57e-06,0.00035756899999999996,0.0019741100000000003,0.002109095,0.08698064942857142,13.905184610000001,7.57e-06,0.00011599099999999585,-73.66019999999844,-0.1457082630444212,-0.26294402350755164,-2.1182270317391505,1.1523103061837994,-1.0273944919893896,-0.7039342040116038,-1.1409818136769851,-0.7265244812342619,0.1096836081466795,-0.5547970323497862,,0.0,0,6.585060865500001e-07,0.0,0.0
2023-01-17,-0.000201597,0.000514737,100521.6277,0.086997784,14.482067,0.879996504,49.28191669,1,0,0,Balochistan_District,610,0,0,non_flood,7.57e-06,0.0,,0.0,0.000349999,0.086988915,0.086972094,0.086933468,2.040396897,135.8699871,269.6995773,403.5291675,435.3251728,1198.344531,48.12258296,42.9222503,100470.6542,0.0005223070000000001,0.0005223070000000001,0.002488847,0.002623832,0.08694396471428571,13.230141110000002,0.000507167,6.431599999999482e-05,-50.97349999999278,-0.1431325819622872,-0.2627306143861559,-1.9445253606537176,1.22188979635405,-1.3545101057516329,-1.0313564373067288,-0.706877661422129,-0.38442065830883104,-0.30998056082503983,1.5506569277530038,,0.0,0,4.4780978342808e-05,0.0,0.0
2023-01-18,-0.000215207,0.000130762,100568.6874,0.086896849,15.24580164,1.850499772,45.37685015,1,0,1,Balochistan_District,610,0,1,onset,0.000514737,7.57e-06,0.0,0.0,,0.086997784,0.086988915,0.086972094,347.8877279,2.040396897,135.8699871,92.34556729,263.8353701,663.038005,49.28191669,48.12258296,100521.6277,0.000653069,0.0006530689999999999,0.0026196089999999997,0.002754594,0.08693356542857143,13.216571792857142,-0.00038397500000000005,-7.524500000000156e-05,-47.059699999997974,-0.14508262434184344,-0.2651593492681144,-1.8262302289010457,1.2861268986437746,-0.5091659499675851,-1.3587786706091933,-1.0344483816844456,-1.146495290432332,-0.7296447295520426,0.24912101176735194,,0.0,0,1.1362805768938e-05,0.0,0.0
2023-01-18,-0.000215207,0.000130762,100568.6874,0.086896849,15.24580164,1.850499772,45.37685015,1,0,0,Balochistan_District,610,0,0,non_flood,0.000130762,0.000514737,7.57e-06,,0.0,0.086896849,0.086997784,0.086988915,1303.350939,347.8877279,2.040396897,269.6995773,403.5291675,1029.95973,45.37685015,49.28191669,100568.6874,0.0007762610000000001,0.000783831,0.002618676,0.002885356,0.08693698328571428,13.63958751,0.0,-9.206600000000176e-05,-0.0,-0.14508262434184344,-0.2651593492681144,-1.8262302289010457,1.2861268986437746,1.826243836852596,-0.5126421373736565,-1.362019101954105,-0.7121633017195955,-0.3877906925236978,1.1412487558683282,,0.0,0,1.1362805768938e-05,0.0,0.0
2023-01-19,-0.0002492,,100622.7805,0.094009802,13.33132981,3.972410192,64.34433494,1,0,1,Balochistan_District,610,1,1,onset,0.000130762,0.000130762,0.000514737,0.0,0.0,0.086896849,0.086896849,0.086997784,693.735059,1303.350939,347.8877279,135.8699871,92.34556729,861.5749299,45.37685015,45.37685015,100568.6874,0.000261524,0.000783831,0.00248166,0.002885356,0.08795653728571429,13.789107251428572,,0.007012018000000009,-54.09309999999823,,-0.09400487297315273,-2.122763455895476,1.359964683369736,0.33617820605355664,1.824956729529946,-0.5154988432568434,-1.0399059451303598,-1.1493088985482336,0.7318405861718981,,1.0,0,,0.0,0.0
2023-01-20,-0.0002833,0.0,100591.6877,0.101252673,13.35247492,2.66175881,68.24025915,1,0,1,Balochistan_District,610,0,0,continuation,,0.000130762,0.000130762,7.57e-06,,0.094009802,0.086896849,0.086896849,1109.15,693.735059,1303.350939,2.040396897,269.6995773,778.3047784,64.34433494,45.37685015,100622.7805,0.000130762,0.000783831,0.0020316789999999998,0.002885356,0.09000213800000001,13.976092800000002,,0.014355824000000003,31.092799999998533,-0.1457467077890354,0.0802757377488588,-2.1194882822391197,1.3175226071543344,1.351564363816558,0.3334943960991968,1.8231601317608714,-1.367648588548471,-0.7152940358018368,0.5293788420256732,,0.0,0,0.0,0.0,0.0
2023-01-21,-0.000264098,3.35e-05,100600.8715,0.099459886,13.61804398,2.334164057,57.54529682,1,0,0,Balochistan_District,610,0,0,non_flood,0.0,,0.000130762,0.000514737,0.0,0.101252673,0.094009802,0.086896849,914.9490617,1109.15,693.735059,347.8877279,135.8699871,693.1901294,68.24025915,64.34433494,100591.6877,3.35e-05,0.0008173309999999999,0.001615198,0.002918856,0.09178610828571429,14.09087668142857,3.35e-05,0.012563036999999999,-9.183799999998882,-0.14557657582806102,0.037137041332136245,-2.0783541954807485,1.3300586135463923,0.8768848924915084,1.3498323189988712,0.33102141567784227,-0.5206840397510945,-1.0427973790799758,0.32243241550291446,,0.0,0,3.331906181e-06,0.0,0.0
2023-01-21,-0.000264098,3.35e-05,100600.8715,0.099459886,13.61804398,2.334164057,57.54529682,1,0,1,Balochistan_District,610,0,1,onset,3.35e-05,0.0,,0.000130762,7.57e-06,0.099459886,0.101252673,0.094009802,720.7481231,914.9490617,1109.15,1303.350939,2.040396897,606.8149756,57.54529682,68.24025915,100600.8715,6.7e-05,0.0008432609999999999,0.0012008300000000002,0.002952356,0.09356767557142857,14.127651852857142,0.0,0.005450083999999994,-0.0,-0.14557657582806102,0.037137041332136245,-2.0783541954807485,1.3300586135463923,0.402205420433178,0.8747079101803886,1.3478202508811632,1.819202363694316,-1.370300722365456,0.11242121732169781,,0.0,0,3.331906181e-06,0.0,0.0
2023-01-22,-0.000274865,8.01e-05,100591.7882,0.097619718,12.92361174,2.540410478,43.40233312,1,0,0,Balochistan_District,610,0,0,non_flood,3.35e-05,3.35e-05,0.0,0.000130762,0.000514737,0.099459886,0.099459886,0.101252673,840.9674161,720.7481231,914.9490617,693.735059,347.8877279,435.3251728,57.54529682,57.54529682,100600.8715,0.0001471,0.0004086239999999999,0.0009309310000000001,0.003032456,0.09508509471428571,13.905015387142855,4.6599999999999994e-05,-0.003632955000000007,9.083299999998417,-0.14533991465249668,-0.007141754033831632,-2.185915053692055,1.317659790960864,0.6960537969850806,0.3995835006279379,0.8724803717148238,0.3262805092838308,-0.5239545817396467,-0.30453640738227755,,0.0,0,7.819339411799999e-06,0.0,0.0
2023-01-23,-0.000263192,0.000455818,100573.1272,0.095978718,12.77451548,2.824545771,39.49579646,1,0,0,Balochistan_District,610,0,0,non_flood,8.01e-05,3.35e-05,3.35e-05,,0.000130762,0.097619718,0.099459886,0.099459886,656.2963331,840.9674161,720.7481231,1109.15,1303.350939,263.8353701,43.40233312,57.54529682,100591.7882,0.0005694179999999999,0.0007336799999999999,0.001386749,0.003488274,0.09638250457142856,13.551974507142857,0.000375718,-0.003481167999999993,18.660999999992782,-0.14343180599239613,-0.0466280961480042,-2.2090086267693883,1.2921872833624704,0.2446678623195715,0.6937073139071703,0.39714049181418354,1.34361300407964,1.8142233619190062,-0.7214940318431146,,0.0,0,4.3748827281324e-05,0.0,0.0
2023-01-24,-0.000252274,0.000744033,100448.6172,0.094647609,12.58987273,1.419554837,40.92859339,1,0,0,Balochistan_District,610,0,0,non_flood,0.000455818,8.01e-05,3.35e-05,0.0,0.000130762,0.095978718,0.097619718,0.099459886,471.62525,656.2963331,840.9674161,914.9490617,693.735059,403.5291675,39.49579646,43.40233312,100573.1272,0.001279951,0.0013469509999999999,0.002130782,0.004232307,0.097489756,13.172556091428572,0.000288215,-0.004812277000000004,124.51000000000931,-0.14196808709292663,-0.07865772769294929,-2.237608008405955,1.122229514696403,-0.2067180725903644,0.2418982757824356,0.6913976911270189,0.8680236461792316,0.3223915591235379,-0.38184471743045384,,0.0,0,7.042094446709699e-05,0.0,0.0
2023-01-25,-0.000236902,0.000228052,100627.7943,0.093635225,12.04995127,1.943689676,42.35618537,1,0,0,Balochistan_District,610,0,0,non_flood,0.000744033,0.000455818,8.01e-05,3.35e-05,,0.094647609,0.095978718,0.097619718,286.9541669,471.62525,656.2963331,720.7481231,1109.15,92.34556729,40.92859339,39.49579646,100448.6172,0.001427903,0.0015750029999999997,0.002358834,0.004325374,0.097436245,12.989502014285716,-0.000515981,-0.003984492999999992,-179.1771000000008,-0.14458853065577787,-0.10301808173006957,-2.3212366365991124,1.3668085855505887,-0.6581040075003003,-0.20991076258695493,0.23938375624513447,0.39243428754413695,1.3389812521942028,-1.1384516565714036,,0.0,0,2.13537003317e-05,0.0,0.0
2023-01-25,-0.000236902,,100627.7943,0.093635225,12.04995127,1.943689676,42.35618537,1,0,0,Balochistan_District,610,1,0,non_flood,0.000228052,0.000744033,0.000455818,3.35e-05,0.0,0.093635225,0.094647609,0.095978718,448.6987115,286.9541669,471.62525,840.9674161,914.9490617,269.6995773,42.35618537,40.92859339,100627.7943,0.0009720849999999999,0.0015750029999999997,0.002358834,0.004325374,0.09634803814285713,12.803427207142857,,-0.002343493000000002,-0.0,,-0.10301808173006957,-2.3212366365991124,1.3668085855505887,-0.2627567162228776,-0.6617198009563455,-0.2126301788815167,0.6868459256423398,0.8637391441824158,-0.7072358901637776,,0.0,0,,0.0,0.0
2023-01-26,-0.000233256,0.0,100846.9283,0.092845799,12.48373897,3.079485669,39.42655544,1,0,0,Balochistan_District,610,0,0,non_flood,,0.000228052,0.000744033,8.01e-05,3.35e-05,0.093635225,0.093635225,0.094647609,102.2830839,448.6987115,286.9541669,656.2963331,720.7481231,135.8699871,42.35618537,42.35618537,100627.7943,0.0002280520000000001,0.0015415029999999998,0.002358834,0.004325374,0.09540316857142857,12.641383634285715,,-0.001801809999999987,-219.13400000000547,-0.1457467077890354,-0.12201353883538513,-2.2540471044807466,1.6659293443560514,-1.1094899421658093,-0.266001933651429,-0.6646441140081679,0.23459475448132486,0.38849703543647884,-1.0326270628971013,,0.0,0,0.0,0.0,0.0
2023-01-27,-0.000222333,0.003336975,100737.4347,0.09213238,13.33528711,2.966708923,38.97620035,1,0,0,Balochistan_District,610,0,0,non_flood,0.0,,0.000228052,0.000455818,3.35e-05,0.092845799,0.093635225,0.093635225,300.6260143,102.2830839,448.6987115,471.62525,840.9674161,2.040396897,39.42655544,42.35618537,100846.9283,0.003336975,0.004844978,0.0056882389999999994,0.007662349000000001,0.09435638199999999,12.600989795714286,0.003336975,-0.0015028450000000027,109.4936000000016,-0.1287996600137384,-0.13918008771091916,-2.1221505082820418,1.5164691569075428,-0.6246863250077294,-1.11352883908108,-0.2687467874607062,-0.21765641692458537,0.6826937099177713,-1.358018235637719,,0.0,0,0.0003074434487505,0.0,0.0
2023-01-28,-0.000232761,0.006870608,100237.7829,0.091437851,13.94082662,2.356104925,40.37284888,1,0,0,Balochistan_District,610,0,0,non_flood,0.003336975,0.0,,0.000744033,8.01e-05,0.09213238,0.092845799,0.093635225,152.5533172,300.6260143,102.2830839,286.9541669,656.2963331,347.8877279,38.97620035,39.42655544,100737.4347,0.010207583,0.011635486,0.01204411,0.014532957,0.09347325814285713,12.746306207142856,0.0035336330000000004,-0.002197374000000002,499.65179999999236,-0.11085387160616389,-0.15589209849837454,-2.0283582768377557,0.8344379542894679,-0.9866159335481541,-0.6282707946320465,-1.1166580488900522,-0.6699075883304956,0.23077274835082245,-0.5171304435315146,,0.0,0,0.000628233630583408,0.0,0.0
2023-01-29,-0.000278958,0.00040713,99966.39859,0.091678765,15.00981109,0.82242318,42.48506729,1,0,0,Balochistan_District,610,0,0,non_flood,0.006870608,0.003336975,0.0,0.000228052,0.000455818,0.091437851,0.09213238,0.092845799,4.48061999,152.5533172,300.6260143,448.6987115,471.62525,1303.350939,40.37284888,38.97620035,100237.7829,0.010614713,0.011586798,0.012320478,0.014940087000000001,0.09285897914285715,13.06563415142857,-0.006463478,-0.0011670340000000112,271.38431000000855,-0.14367907121376688,-0.15009513772805547,-1.8627828896584988,0.46399484306484073,-1.3485455423574486,-0.9905396553680078,-0.6311799384589366,-0.2738024779042196,-0.22114821346084282,1.8059678660333323,,0.0,0,3.732517559445e-05,0.0,14.275581648890041
2023-01-30,-0.000224058,0.0,100601.3541,0.091165981,15.0348888,2.401746183,50.39286438,1,0,1,Balochistan_District,610,0,1,onset,0.00040713,0.006870608,0.003336975,,0.000744033,0.091678765,0.091437851,0.09213238,379.0575942,4.48061999,152.5533172,102.2830839,286.9541669,693.735059,42.48506729,40.37284888,99966.39859,0.007277738000000001,0.010842765,0.012189716,0.014940087000000001,0.09236160371428571,13.414922161428573,-0.00040713,-0.0009663990000000067,-634.9555099999998,-0.1457467077890354,-0.16243393386131205,-1.8588985941805494,1.3307173688203362,-0.4329783898760876,-1.352808516373091,-0.9936130892124,-1.1221587594915103,-0.6730691752725081,0.3237573488105342,,0.0,0,0.0,0.0,0.0
2023-01-30,-0.000224058,0.0,100601.3541,0.091165981,15.0348888,2.401746183,50.39286438,1,0,0,Balochistan_District,610,0,0,non_flood,0.0,0.00040713,0.006870608,0.0,0.000228052,0.091165981,0.091678765,0.091437851,1636.77257,379.0575942,4.48061999,300.6260143,448.6987115,1109.15,50.39286438,42.48506729,100601.3541,0.00040713,0.010614713000000001,0.012189716,0.014940087000000001,0.09200885457142857,13.841341808571427,0.0,-0.0002718700000000074,-0.0,-0.1457467077890354,-0.16243393386131205,-1.8588985941805494,1.3307173688203362,2.6412162304819415,-0.43638316340381433,-1.3560462402351072,-0.6364258493481956,-0.2772532795925104,1.33379073993822,,0.0,0,0.0,0.0,0.0
